network_id,is_mule,merchant_count,t1_nodes,t1_edges,t1_volume,t1_refund_rate,t2_nodes,t2_edges,t2_volume,t2_refund_rate,t3_nodes,t3_edges,t3_volume,t3_refund_rate,delta_nodes_t1_t2,delta_edges_t1_t2,delta_volume_t1_t2,delta_refund_t1_t2,delta_nodes_t2_t3,delta_edges_t2_t3,delta_volume_t2_t3,delta_refund_t2_t3
B260,False,4,4,1,62589.28999999999,0.0,4,3,50366.66000000001,0.0,4,1,39110.200000000004,0.05555555555555555,0,2,-12222.629999999983,0.0,0,-2,-11256.460000000006,0.05555555555555555
B261,False,4,4,0,47659.05,0.06896551724137931,4,3,46295.17000000001,0.0,4,0,53560.12,0.041666666666666664,0,3,-1363.87999999999,-0.06896551724137931,0,-3,7264.94999999999,0.041666666666666664
B262,False,3,3,0,18745.059999999998,0.0,3,1,19442.399999999998,0.05,3,0,22236.429999999997,0.0,0,1,697.3400000000001,0.05,0,-1,2794.029999999999,-0.05
B263,False,4,4,3,251879.35000000003,0.037037037037037035,4,1,209646.35,0.07462686567164178,4,3,148306.67,0.19298245614035087,0,-2,-42233.00000000003,0.03758982863460475,0,2,-61339.67999999999,0.11835559046870908
B264,False,12,12,16,245552.62000000002,0.03529411764705882,11,22,310860.38,0.03529411764705882,10,21,181364.02,0.02666666666666667,-1,6,65307.75999999998,0.0,-1,-1,-129496.36000000002,-0.008627450980392155
B265,False,5,5,5,205699.44999999995,0.010309278350515464,5,3,252187.68,0.04424778761061947,5,4,196449.7,0.08653846153846154,0,-2,46488.23000000004,0.033938509260104006,0,1,-55737.97999999998,0.04229067392784207
B266,False,3,3,1,98593.99,0.09523809523809523,3,2,37380.69,0.0,3,1,85829.31,0.045454545454545456,0,1,-61213.3,-0.09523809523809523,0,-1,48448.619999999995,0.045454545454545456
B267,False,5,4,1,90978.06999999999,0.02631578947368421,4,1,76374.56999999999,0.0641025641025641,5,6,95984.29999999999,0.1348314606741573,0,0,-14603.5,0.03778677462887989,1,5,19609.729999999996,0.0707288965715932
B268,False,12,11,16,254674.16000000003,0.04672897196261682,12,30,322119.38,0.0,11,11,159588.96,0.0,1,14,67445.21999999997,-0.04672897196261682,-1,-19,-162530.42,0.0
B269,False,6,6,3,72815.68000000001,0.01639344262295082,5,3,39432.09,0.05,5,1,46838.64,0.0,-1,0,-33383.59000000001,0.03360655737704918,0,-2,7406.550000000003,-0.05
B270,False,3,2,0,35725.49,0.0,2,1,94920.01999999999,0.09090909090909091,3,0,38162.15,0.0,0,1,59194.52999999999,0.09090909090909091,1,-1,-56757.86999999999,-0.09090909090909091
B271,False,7,6,6,98226.30999999998,0.057692307692307696,7,11,115623.81000000001,0.04081632653061224,7,4,75498.34999999999,0.0,1,5,17397.50000000003,-0.016875981161695454,0,-7,-40125.46000000002,-0.04081632653061224
B272,False,3,3,1,144121.71,0.07575757575757576,3,2,159116.96,0.0,3,1,144257.83,0.039473684210526314,0,1,14995.25,-0.07575757575757576,0,-1,-14859.130000000005,0.039473684210526314
B273,False,6,6,7,203866.32,0.07526881720430108,6,3,154777.90999999997,0.042105263157894736,6,4,163258.4,0.052083333333333336,0,-4,-49088.41000000003,-0.03316355404640634,0,1,8480.49000000002,0.0099780701754386
B274,False,5,5,0,158011.54000000004,0.0,5,3,151657.00000000003,0.019417475728155338,5,1,117798.05,0.0,0,3,-6354.540000000008,0.019417475728155338,0,-2,-33858.950000000026,-0.019417475728155338
B275,False,5,5,4,250214.53999999995,0.015151515151515152,4,3,304700.12000000005,0.0,4,3,242988.17999999993,0.04225352112676056,-1,-1,54485.5800000001,-0.015151515151515152,0,0,-61711.94000000012,0.04225352112676056
B276,False,4,4,3,55565.37000000001,0.06521739130434782,4,3,63071.659999999996,0.08333333333333333,4,6,101288.17,0.0,0,0,7506.289999999986,0.018115942028985504,0,3,38216.51,-0.08333333333333333
B277,False,3,3,1,159769.72,0.04,3,1,127862.90999999999,0.05172413793103448,3,0,112347.81999999999,0.2,0,0,-31906.810000000012,0.011724137931034481,0,-1,-15515.089999999997,0.14827586206896554
B278,False,5,5,0,210552.78000000006,0.1,4,6,60209.11,0.058823529411764705,5,1,224373.79,0.03333333333333333,-1,6,-150343.67000000004,-0.0411764705882353,1,-5,164164.68,-0.025490196078431372
B279,False,3,3,0,39974.28,0.09090909090909091,3,0,77287.92000000001,0.0,2,0,24881.579999999998,0.0,0,0,37313.640000000014,-0.09090909090909091,-1,0,-52406.34000000001,0.0
B280,False,6,5,3,120281.12999999999,0.011904761904761904,6,3,143247.24000000002,0.04040404040404041,6,2,120161.08,0.0,1,0,22966.11000000003,0.028499278499278503,0,-1,-23086.160000000018,-0.04040404040404041
B281,False,4,4,2,41685.59,0.0,4,0,40245.619999999995,0.027777777777777776,4,3,74611.91000000002,0.022222222222222223,0,-2,-1439.9700000000012,0.027777777777777776,0,3,34366.29000000002,-0.005555555555555553
B282,False,4,4,0,63896.1,0.15384615384615385,3,0,94426.73999999999,0.0,4,1,126803.73,0.1111111111111111,-1,0,30530.639999999992,-0.15384615384615385,1,1,32376.990000000005,0.1111111111111111
B283,False,4,4,1,391344.51,0.0,4,3,567584.85,0.0,4,1,457219.03,0.0,0,2,176240.33999999997,0.0,0,-2,-110365.81999999995,0.0
