merchant_id,entity_type,entity_id,start_time,end_time
M03192,ip,I08538,2026-01-01 00:00:00,2026-04-01
M03192,device,D07203,2026-01-01 00:00:00,2026-04-01
M03193,ip,I08475,2026-01-12 00:00:00,2026-04-01
M03193,device,D08703,2026-01-12 00:00:00,2026-04-01
M03194,ip,I06754,2026-01-01 00:00:00,2026-04-01
M03194,device,D01517,2026-01-01 00:00:00,2026-04-01
M03195,ip,I05847,2026-03-06 00:00:00,2026-04-01
M03195,device,D03399,2026-03-06 00:00:00,2026-04-01
M03196,ip,I06047,2026-01-01 00:00:00,2026-04-01
M03196,device,D08723,2026-01-01 00:00:00,2026-04-01
M03197,ip,I07360,2026-01-01 00:00:00,2026-03-01
M03197,device,D06717,2026-01-01 00:00:00,2026-04-01
M03198,ip,I01638,2026-01-16 00:00:00,2026-04-01
M03198,device,D06782,2026-01-16 00:00:00,2026-04-01
M03199,ip,I07399,2026-01-01 00:00:00,2026-04-01
M03199,device,D05110,2026-01-01 00:00:00,2026-04-01
M03200,ip,I02774,2026-01-01 00:00:00,2026-04-01
M03200,device,D02461,2026-01-01 00:00:00,2026-04-01
M03201,ip,I05055,2026-01-01 00:00:00,2026-04-01
M03201,device,D06896,2026-01-01 00:00:00,2026-01-25
M03201,device,D04217,2026-01-25 00:00:00,2026-04-01
M03202,ip,I03572,2026-01-18 00:00:00,2026-02-02
M03202,device,D00691,2026-01-18 00:00:00,2026-04-01
M03203,ip,I03794,2026-01-01 00:00:00,2026-04-01
M03203,device,D08879,2026-01-01 00:00:00,2026-03-14
M03203,device,D01320,2026-03-14 00:00:00,2026-04-01
M03204,ip,I00714,2026-01-01 00:00:00,2026-04-01
M03204,device,D04746,2026-01-01 00:00:00,2026-03-14
M03204,device,D02770,2026-03-14 00:00:00,2026-04-01
M03205,ip,I09637,2026-01-01 00:00:00,2026-04-01
M03205,device,D06387,2026-01-01 00:00:00,2026-04-01
M03206,ip,I00760,2026-01-01 00:00:00,2026-04-01
M03206,device,D08447,2026-01-01 00:00:00,2026-04-01
M03207,ip,I06791,2026-01-01 00:00:00,2026-01-26
M03207,device,D06153,2026-01-01 00:00:00,2026-04-01
M03208,ip,I03516,2026-01-01 00:00:00,2026-04-01
M03208,device,D02561,2026-01-01 00:00:00,2026-04-01
M03209,ip,I04689,2026-01-01 00:00:00,2026-04-01
M03209,device,D07205,2026-01-01 00:00:00,2026-04-01
M03210,ip,I02407,2026-01-01 00:00:00,2026-04-01
M03210,device,D00422,2026-01-01 00:00:00,2026-04-01
M03211,ip,I08213,2026-01-19 00:00:00,2026-04-01
M03211,device,D06360,2026-01-19 00:00:00,2026-02-26
M03211,device,D08292,2026-02-26 00:00:00,2026-04-01
M03212,ip,I05022,2026-01-01 00:00:00,2026-04-01
M03212,device,D02760,2026-01-01 00:00:00,2026-04-01
M03213,ip,I02592,2026-01-01 00:00:00,2026-03-01
M03213,device,D05527,2026-01-01 00:00:00,2026-01-06
M03213,device,D07393,2026-01-06 00:00:00,2026-04-01
M03214,ip,I07522,2026-01-01 00:00:00,2026-04-01
M03214,device,D01573,2026-01-01 00:00:00,2026-04-01
M03215,ip,I09629,2026-01-01 00:00:00,2026-04-01
M03215,device,D08082,2026-01-01 00:00:00,2026-04-01
M03216,ip,I07332,2026-01-01 00:00:00,2026-04-01
M03216,device,D02711,2026-01-01 00:00:00,2026-04-01
M03217,ip,I07196,2026-01-01 00:00:00,2026-04-01
M03217,device,D05281,2026-01-01 00:00:00,2026-04-01
M03218,ip,I09556,2026-02-04 00:00:00,2026-04-01
M03218,device,D06340,2026-02-04 00:00:00,2026-04-01
M03219,ip,I01699,2026-01-01 00:00:00,2026-04-01
M03219,device,D07582,2026-01-01 00:00:00,2026-04-01
M03220,ip,I02460,2026-01-01 00:00:00,2026-02-02
M03220,device,D06964,2026-01-01 00:00:00,2026-01-30
M03220,device,D04694,2026-01-30 00:00:00,2026-04-01
M03221,ip,I03205,2026-01-01 00:00:00,2026-04-01
M03221,device,D04328,2026-01-01 00:00:00,2026-04-01
M03222,ip,I03956,2026-01-01 00:00:00,2026-02-11
M03222,device,D08082,2026-01-01 00:00:00,2026-04-01
M03223,ip,I06264,2026-01-01 00:00:00,2026-04-01
M03223,device,D02312,2026-01-01 00:00:00,2026-04-01
M03224,ip,I07265,2026-01-01 00:00:00,2026-02-16
M03224,device,D08704,2026-01-01 00:00:00,2026-01-28
M03224,device,D00400,2026-01-28 00:00:00,2026-02-16
M03225,ip,I00667,2026-02-04 00:00:00,2026-04-01
M03225,device,D01056,2026-02-04 00:00:00,2026-04-01
M03226,ip,I00348,2026-01-01 00:00:00,2026-01-28
M03226,device,D04217,2026-01-01 00:00:00,2026-01-10
M03226,device,D05284,2026-01-10 00:00:00,2026-04-01
M03227,ip,I00813,2026-01-02 00:00:00,2026-04-01
M03227,device,D07856,2026-01-02 00:00:00,2026-04-01
M03228,ip,I08237,2026-01-01 00:00:00,2026-04-01
M03228,device,D07518,2026-01-01 00:00:00,2026-04-01
M03229,ip,I02163,2026-01-01 00:00:00,2026-04-01
M03229,device,D06042,2026-01-01 00:00:00,2026-04-01
M03230,ip,I00105,2026-01-01 00:00:00,2026-04-01
M03230,device,D04172,2026-01-01 00:00:00,2026-04-01
M03231,ip,I02946,2026-01-01 00:00:00,2026-04-01
M03231,device,D08959,2026-01-01 00:00:00,2026-04-01
M03232,ip,I05308,2026-01-01 00:00:00,2026-04-01
M03232,device,D04311,2026-01-01 00:00:00,2026-02-26
M03232,device,D03252,2026-02-26 00:00:00,2026-04-01
M03233,ip,I08642,2026-03-05 00:00:00,2026-04-01
M03233,device,D01324,2026-03-05 00:00:00,2026-03-24
M03233,device,D04145,2026-03-24 00:00:00,2026-04-01
M03234,ip,I00352,2026-03-07 00:00:00,2026-04-01
M03234,device,D00427,2026-03-07 00:00:00,2026-04-01
M03235,ip,I02769,2026-01-01 00:00:00,2026-04-01
M03235,device,D06500,2026-01-01 00:00:00,2026-04-01
M03236,ip,I07154,2026-03-10 00:00:00,2026-04-01
M03236,device,D04445,2026-03-10 00:00:00,2026-03-26
M03236,device,D02903,2026-03-26 00:00:00,2026-04-01
M03237,ip,I08888,2026-01-12 00:00:00,2026-04-01
M03237,device,D08548,2026-01-12 00:00:00,2026-03-09
M03237,device,D06983,2026-03-09 00:00:00,2026-04-01
M03238,ip,I08653,2026-01-01 00:00:00,2026-04-01
M03238,device,D02257,2026-01-01 00:00:00,2026-04-01
M03239,ip,I03689,2026-01-01 00:00:00,2026-04-01
M03239,device,D00031,2026-01-01 00:00:00,2026-04-01
M03240,ip,I09671,2026-01-01 00:00:00,2026-04-01
M03240,device,D01284,2026-01-01 00:00:00,2026-04-01
M03241,ip,I00393,2026-01-01 00:00:00,2026-04-01
M03241,device,D00978,2026-01-01 00:00:00,2026-01-30
M03241,device,D00148,2026-01-30 00:00:00,2026-04-01
M03242,ip,I04064,2026-01-01 00:00:00,2026-04-01
M03242,device,D09929,2026-01-01 00:00:00,2026-04-01
M03243,ip,I06752,2026-01-01 00:00:00,2026-01-27
M03243,device,D06436,2026-01-01 00:00:00,2026-04-01
M03244,ip,I02058,2026-02-26 00:00:00,2026-04-01
M03244,device,D08681,2026-02-26 00:00:00,2026-03-05
M03244,device,D07929,2026-03-05 00:00:00,2026-04-01
M03245,ip,I00476,2026-01-01 00:00:00,2026-01-23
M03245,device,D08072,2026-01-01 00:00:00,2026-03-10
M03245,device,D01327,2026-03-10 00:00:00,2026-04-01
M03246,ip,I02903,2026-01-01 00:00:00,2026-04-01
M03246,device,D05472,2026-01-01 00:00:00,2026-01-14
M03246,device,D02824,2026-01-14 00:00:00,2026-04-01
M03247,ip,I06818,2026-01-01 00:00:00,2026-04-01
M03247,device,D04037,2026-01-01 00:00:00,2026-03-24
M03247,device,D07042,2026-03-24 00:00:00,2026-04-01
M03248,ip,I09859,2026-02-06 00:00:00,2026-04-01
M03248,device,D04951,2026-02-06 00:00:00,2026-04-01
M03249,ip,I05252,2026-01-01 00:00:00,2026-04-01
M03249,device,D04743,2026-01-01 00:00:00,2026-04-01
M03250,ip,I06400,2026-01-01 00:00:00,2026-04-01
M03250,device,D04924,2026-01-01 00:00:00,2026-04-01
M03251,ip,I04644,2026-01-01 00:00:00,2026-04-01
M03251,device,D03961,2026-01-01 00:00:00,2026-04-01
M03252,ip,I02318,2026-01-01 00:00:00,2026-03-06
M03252,device,D08340,2026-01-01 00:00:00,2026-04-01
M03253,ip,I07821,2026-01-01 00:00:00,2026-04-01
M03253,device,D02261,2026-01-01 00:00:00,2026-03-10
M03253,device,D05909,2026-03-10 00:00:00,2026-04-01
M03254,ip,I05820,2026-01-31 00:00:00,2026-04-01
M03254,device,D07274,2026-01-31 00:00:00,2026-04-01
M03255,ip,I00256,2026-01-01 00:00:00,2026-04-01
M03255,device,D06939,2026-01-01 00:00:00,2026-03-02
M03255,device,D07739,2026-03-02 00:00:00,2026-04-01
M03256,ip,I05222,2026-01-01 00:00:00,2026-04-01
M03256,device,D06047,2026-01-01 00:00:00,2026-04-01
M03257,ip,I09668,2026-01-01 00:00:00,2026-02-03
M03257,device,D07646,2026-01-01 00:00:00,2026-04-01
M03258,ip,I08180,2026-03-13 00:00:00,2026-02-11
M03258,device,D06762,2026-03-13 00:00:00,2026-04-01
M03259,ip,I07138,2026-01-01 00:00:00,2026-04-01
M03259,device,D03374,2026-01-01 00:00:00,2026-04-01
M03260,ip,I08001,2026-01-01 00:00:00,2026-04-01
M03260,device,D02044,2026-01-01 00:00:00,2026-03-01
M03260,device,D07331,2026-03-01 00:00:00,2026-04-01
M03261,ip,I02837,2026-03-26 00:00:00,2026-02-08
M03261,device,D03842,2026-03-26 00:00:00,2026-04-01
M03262,ip,I03030,2026-01-01 00:00:00,2026-04-01
M03262,device,D04884,2026-01-01 00:00:00,2026-04-01
M03263,ip,I08735,2026-01-01 00:00:00,2026-04-01
M03263,device,D07397,2026-01-01 00:00:00,2026-04-01
M03264,ip,I08358,2026-01-01 00:00:00,2026-04-01
M03264,device,D04294,2026-01-01 00:00:00,2026-04-01
M03265,ip,I00024,2026-03-25 00:00:00,2026-04-01
M03265,device,D04053,2026-03-25 00:00:00,2026-04-01
M03266,ip,I06856,2026-01-01 00:00:00,2026-04-01
M03266,device,D04896,2026-01-01 00:00:00,2026-01-17
M03266,device,D06290,2026-01-17 00:00:00,2026-04-01
M03267,ip,I03205,2026-01-01 00:00:00,2026-04-01
M03267,device,D04692,2026-01-01 00:00:00,2026-03-26
M03267,device,D03826,2026-03-26 00:00:00,2026-04-01
M03268,ip,I06705,2026-01-01 00:00:00,2026-04-01
M03268,device,D01600,2026-01-01 00:00:00,2026-04-01
M03269,ip,I00692,2026-03-17 00:00:00,2026-04-01
M03269,device,D06432,2026-03-17 00:00:00,2026-03-25
M03269,device,D07646,2026-03-25 00:00:00,2026-04-01
M03270,ip,I08442,2026-01-01 00:00:00,2026-04-01
M03270,device,D06019,2026-01-01 00:00:00,2026-04-01
M03271,ip,I07675,2026-01-01 00:00:00,2026-04-01
M03271,device,D05845,2026-01-01 00:00:00,2026-02-24
M03271,device,D02033,2026-02-24 00:00:00,2026-04-01
M03272,ip,I04071,2026-03-16 00:00:00,2026-04-01
M03272,device,D07688,2026-03-16 00:00:00,2026-04-01
M03273,ip,I02596,2026-01-01 00:00:00,2026-04-01
M03273,device,D07539,2026-01-01 00:00:00,2026-01-24
M03273,device,D08052,2026-01-24 00:00:00,2026-04-01
M03274,ip,I03422,2026-01-19 00:00:00,2026-01-31
M03274,device,D04392,2026-01-19 00:00:00,2026-01-31
M03275,ip,I00934,2026-01-01 00:00:00,2026-02-20
M03275,device,D02721,2026-01-01 00:00:00,2026-02-20
M03276,ip,I04983,2026-01-01 00:00:00,2026-04-01
M03276,device,D09823,2026-01-01 00:00:00,2026-01-21
M03276,device,D07842,2026-01-21 00:00:00,2026-04-01
M03277,ip,I04596,2026-01-01 00:00:00,2026-04-01
M03277,device,D06050,2026-01-01 00:00:00,2026-02-22
M03277,device,D02944,2026-02-22 00:00:00,2026-04-01
M03278,ip,I09999,2026-01-01 00:00:00,2026-03-01
M03278,device,D07317,2026-01-01 00:00:00,2026-01-08
M03278,device,D00478,2026-01-08 00:00:00,2026-04-01
M03279,ip,I08590,2026-01-01 00:00:00,2026-04-01
M03279,device,D08740,2026-01-01 00:00:00,2026-04-01
M03280,ip,I02093,2026-01-01 00:00:00,2026-02-11
M03280,device,D07585,2026-01-01 00:00:00,2026-04-01
M03281,ip,I00240,2026-01-01 00:00:00,2026-04-01
M03281,device,D05165,2026-01-01 00:00:00,2026-04-01
M03282,ip,I01455,2026-01-01 00:00:00,2026-04-01
M03282,device,D00322,2026-01-01 00:00:00,2026-04-01
M03283,ip,I04729,2026-01-01 00:00:00,2026-04-01
M03283,device,D06275,2026-01-01 00:00:00,2026-04-01
M03284,ip,I08424,2026-01-01 00:00:00,2026-01-21
M03284,device,D03937,2026-01-01 00:00:00,2026-04-01
M03285,ip,I07083,2026-02-25 00:00:00,2026-04-01
M03285,device,D07553,2026-02-25 00:00:00,2026-04-01
M03286,ip,I01818,2026-01-01 00:00:00,2026-04-01
M03286,device,D04292,2026-01-01 00:00:00,2026-02-25
M03286,device,D06152,2026-02-25 00:00:00,2026-04-01
M03287,ip,I08410,2026-01-01 00:00:00,2026-04-01
M03287,device,D00524,2026-01-01 00:00:00,2026-04-01
M03288,ip,I08800,2026-01-01 00:00:00,2026-04-01
M03288,device,D02378,2026-01-01 00:00:00,2026-04-01
M03289,ip,I00949,2026-01-01 00:00:00,2026-04-01
M03289,device,D03633,2026-01-01 00:00:00,2026-04-01
M03290,ip,I09244,2026-01-01 00:00:00,2026-04-01
M03290,device,D03755,2026-01-01 00:00:00,2026-02-20
M03290,device,D03526,2026-02-20 00:00:00,2026-04-01
M03291,ip,I09179,2026-03-08 00:00:00,2026-04-01
M03291,device,D07790,2026-03-08 00:00:00,2026-04-01
M03292,ip,I03422,2026-01-01 00:00:00,2026-04-01
M03292,device,D04375,2026-01-01 00:00:00,2026-04-01
M03293,ip,I02902,2026-01-01 00:00:00,2026-04-01
M03293,device,D00042,2026-01-01 00:00:00,2026-04-01
M03294,ip,I02967,2026-01-01 00:00:00,2026-04-01
M03294,device,D00596,2026-01-01 00:00:00,2026-04-01
M03295,ip,I08733,2026-01-21 00:00:00,2026-04-01
M03295,device,D09476,2026-01-21 00:00:00,2026-04-01
M03296,ip,I07730,2026-01-01 00:00:00,2026-02-16
M03296,device,D00196,2026-01-01 00:00:00,2026-04-01
M03297,ip,I04639,2026-01-01 00:00:00,2026-04-01
M03297,device,D08288,2026-01-01 00:00:00,2026-04-01
M03298,ip,I00964,2026-01-01 00:00:00,2026-04-01
M03298,device,D03600,2026-01-01 00:00:00,2026-04-01
M03299,ip,I02342,2026-01-01 00:00:00,2026-02-19
M03299,device,D00807,2026-01-01 00:00:00,2026-04-01
M03300,ip,I01415,2026-01-01 00:00:00,2026-04-01
M03300,device,D00279,2026-01-01 00:00:00,2026-04-01
M03301,ip,I06308,2026-01-25 00:00:00,2026-04-01
M03301,device,D03905,2026-01-25 00:00:00,2026-03-11
M03301,device,D00174,2026-03-11 00:00:00,2026-04-01
M03302,ip,I01352,2026-03-05 00:00:00,2026-04-01
M03302,device,D09222,2026-03-05 00:00:00,2026-04-01
M03303,ip,I03974,2026-01-01 00:00:00,2026-04-01
M03303,device,D06470,2026-01-01 00:00:00,2026-04-01
M03304,ip,I02492,2026-01-20 00:00:00,2026-04-01
M03304,device,D06266,2026-01-20 00:00:00,2026-04-01
M03305,ip,I03821,2026-01-01 00:00:00,2026-02-11
M03305,device,D06276,2026-01-01 00:00:00,2026-03-23
M03305,device,D05614,2026-03-23 00:00:00,2026-04-01
M03306,ip,I05645,2026-01-01 00:00:00,2026-04-01
M03306,device,D02056,2026-01-01 00:00:00,2026-04-01
M03307,ip,I07262,2026-01-01 00:00:00,2026-04-01
M03307,device,D05096,2026-01-01 00:00:00,2026-01-10
M03307,device,D06397,2026-01-10 00:00:00,2026-04-01
M03308,ip,I01818,2026-01-14 00:00:00,2026-04-01
M03308,device,D00904,2026-01-14 00:00:00,2026-04-01
M03309,ip,I08534,2026-01-01 00:00:00,2026-04-01
M03309,device,D08660,2026-01-01 00:00:00,2026-04-01
M03310,ip,I03349,2026-01-21 00:00:00,2026-04-01
M03310,device,D07035,2026-01-21 00:00:00,2026-04-01
M03311,ip,I06286,2026-01-01 00:00:00,2026-04-01
M03311,device,D04469,2026-01-01 00:00:00,2026-01-06
M03311,device,D06001,2026-01-06 00:00:00,2026-04-01
M03312,ip,I04160,2026-01-01 00:00:00,2026-04-01
M03312,device,D05771,2026-01-01 00:00:00,2026-03-03
M03312,device,D01371,2026-03-03 00:00:00,2026-04-01
M03313,ip,I07850,2026-02-22 00:00:00,2026-04-01
M03313,device,D00125,2026-02-22 00:00:00,2026-03-23
M03313,device,D00039,2026-03-23 00:00:00,2026-04-01
M03314,ip,I04502,2026-01-01 00:00:00,2026-04-01
M03314,device,D04174,2026-01-01 00:00:00,2026-04-01
M03315,ip,I02152,2026-01-15 00:00:00,2026-04-01
M03315,device,D04371,2026-01-15 00:00:00,2026-03-13
M03315,device,D05236,2026-03-13 00:00:00,2026-04-01
M03316,ip,I08385,2026-01-01 00:00:00,2026-04-01
M03316,device,D08141,2026-01-01 00:00:00,2026-03-23
M03316,device,D03126,2026-03-23 00:00:00,2026-04-01
M03317,ip,I00948,2026-01-01 00:00:00,2026-04-01
M03317,device,D05429,2026-01-01 00:00:00,2026-02-26
M03317,device,D03378,2026-02-26 00:00:00,2026-04-01
M03318,ip,I03850,2026-01-01 00:00:00,2026-04-01
M03318,device,D04525,2026-01-01 00:00:00,2026-04-01
M03319,ip,I02731,2026-03-07 00:00:00,2026-02-16
M03319,device,D08183,2026-03-07 00:00:00,2026-04-01
M03320,ip,I00169,2026-01-01 00:00:00,2026-04-01
M03320,device,D04029,2026-01-01 00:00:00,2026-04-01
M03321,ip,I07710,2026-01-01 00:00:00,2026-04-01
M03321,device,D09569,2026-01-01 00:00:00,2026-04-01
M03322,ip,I05125,2026-01-01 00:00:00,2026-04-01
M03322,device,D09931,2026-01-01 00:00:00,2026-04-01
M03323,ip,I01643,2026-01-21 00:00:00,2026-01-21
M03323,device,D02643,2026-01-21 00:00:00,2026-03-25
M03323,device,D01591,2026-03-25 00:00:00,2026-04-01
M03324,ip,I08529,2026-01-01 00:00:00,2026-04-01
M03324,device,D08062,2026-01-01 00:00:00,2026-04-01
M03325,ip,I02659,2026-01-01 00:00:00,2026-04-01
M03325,device,D06758,2026-01-01 00:00:00,2026-04-01
M03326,ip,I05685,2026-01-01 00:00:00,2026-04-01
M03326,device,D08260,2026-01-01 00:00:00,2026-04-01
M03327,ip,I02804,2026-02-08 00:00:00,2026-04-01
M03327,device,D00638,2026-02-08 00:00:00,2026-04-01
M03328,ip,I03350,2026-01-01 00:00:00,2026-04-01
M03328,device,D05201,2026-01-01 00:00:00,2026-04-01
M03329,ip,I06751,2026-01-01 00:00:00,2026-04-01
M03329,device,D07141,2026-01-01 00:00:00,2026-04-01
M03330,ip,I04338,2026-01-01 00:00:00,2026-02-08
M03330,device,D08084,2026-01-01 00:00:00,2026-04-01
M03331,ip,I07209,2026-03-19 00:00:00,2026-04-01
M03331,device,D00557,2026-03-19 00:00:00,2026-04-01
M03332,ip,I06865,2026-01-01 00:00:00,2026-04-01
M03332,device,D05266,2026-01-01 00:00:00,2026-04-01
M03333,ip,I09706,2026-01-01 00:00:00,2026-04-01
M03333,device,D03921,2026-01-01 00:00:00,2026-04-01
M03334,ip,I03975,2026-02-22 00:00:00,2026-04-01
M03334,device,D03311,2026-02-22 00:00:00,2026-04-01
M03335,ip,I06171,2026-01-01 00:00:00,2026-01-28
M03335,device,D01474,2026-01-01 00:00:00,2026-04-01
M03336,ip,I08451,2026-03-07 00:00:00,2026-04-01
M03336,device,D02803,2026-03-07 00:00:00,2026-04-01
M03337,ip,I07900,2026-02-25 00:00:00,2026-04-01
M03337,device,D03542,2026-02-25 00:00:00,2026-04-01
M03338,ip,I02672,2026-01-01 00:00:00,2026-01-28
M03338,device,D05762,2026-01-01 00:00:00,2026-04-01
M03339,ip,I07913,2026-01-01 00:00:00,2026-04-01
M03339,device,D06757,2026-01-01 00:00:00,2026-04-01
M03340,ip,I05087,2026-01-01 00:00:00,2026-04-01
M03340,device,D04819,2026-01-01 00:00:00,2026-03-15
M03340,device,D05216,2026-03-15 00:00:00,2026-04-01
M03341,ip,I05535,2026-02-22 00:00:00,2026-04-01
M03341,device,D08771,2026-02-22 00:00:00,2026-04-01
M03342,ip,I05652,2026-02-15 00:00:00,2026-04-01
M03342,device,D09381,2026-02-15 00:00:00,2026-02-23
M03342,device,D07370,2026-02-23 00:00:00,2026-04-01
M03343,ip,I00107,2026-01-01 00:00:00,2026-04-01
M03343,device,D07080,2026-01-01 00:00:00,2026-04-01
M03344,ip,I01706,2026-01-01 00:00:00,2026-03-06
M03344,device,D06629,2026-01-01 00:00:00,2026-01-21
M03344,device,D07422,2026-01-21 00:00:00,2026-04-01
M03345,ip,I05610,2026-01-01 00:00:00,2026-04-01
M03345,device,D04997,2026-01-01 00:00:00,2026-04-01
M03346,ip,I09683,2026-01-01 00:00:00,2026-04-01
M03346,device,D00509,2026-01-01 00:00:00,2026-02-08
M03346,device,D09111,2026-02-08 00:00:00,2026-04-01
M03347,ip,I04094,2026-01-01 00:00:00,2026-04-01
M03347,device,D03156,2026-01-01 00:00:00,2026-04-01
M03348,ip,I02289,2026-01-01 00:00:00,2026-04-01
M03348,device,D01893,2026-01-01 00:00:00,2026-04-01
M03349,ip,I07089,2026-01-01 00:00:00,2026-04-01
M03349,device,D07408,2026-01-01 00:00:00,2026-04-01
M03350,ip,I05071,2026-01-01 00:00:00,2026-04-01
M03350,device,D05621,2026-01-01 00:00:00,2026-02-15
M03350,device,D00710,2026-02-15 00:00:00,2026-04-01
M03351,ip,I04924,2026-01-01 00:00:00,2026-04-01
M03351,device,D02662,2026-01-01 00:00:00,2026-04-01
M03352,ip,I01301,2026-01-01 00:00:00,2026-02-12
M03352,device,D09742,2026-01-01 00:00:00,2026-02-10
M03352,device,D03884,2026-02-10 00:00:00,2026-02-12
M03353,ip,I06579,2026-01-01 00:00:00,2026-04-01
M03353,device,D06673,2026-01-01 00:00:00,2026-04-01
M03354,ip,I07772,2026-01-03 00:00:00,2026-04-01
M03354,device,D06517,2026-01-03 00:00:00,2026-04-01
M03355,ip,I06878,2026-01-01 00:00:00,2026-04-01
M03355,device,D02671,2026-01-01 00:00:00,2026-04-01
M03356,ip,I03213,2026-01-01 00:00:00,2026-04-01
M03356,device,D03816,2026-01-01 00:00:00,2026-04-01
M03357,ip,I02558,2026-01-01 00:00:00,2026-04-01
M03357,device,D01717,2026-01-01 00:00:00,2026-04-01
M03358,ip,I09272,2026-01-01 00:00:00,2026-04-01
M03358,device,D09591,2026-01-01 00:00:00,2026-04-01
M03359,ip,I05034,2026-02-17 00:00:00,2026-04-01
M03359,device,D02373,2026-02-17 00:00:00,2026-04-01
M03360,ip,I06162,2026-01-01 00:00:00,2026-03-06
M03360,device,D02442,2026-01-01 00:00:00,2026-04-01
M03361,ip,I09030,2026-01-19 00:00:00,2026-04-01
M03361,device,D01096,2026-01-19 00:00:00,2026-04-01
M03362,ip,I02533,2026-01-01 00:00:00,2026-04-01
M03362,device,D01806,2026-01-01 00:00:00,2026-04-01
M03363,ip,I04815,2026-01-01 00:00:00,2026-04-01
M03363,device,D09657,2026-01-01 00:00:00,2026-04-01
M03364,ip,I00753,2026-01-01 00:00:00,2026-04-01
M03364,device,D02640,2026-01-01 00:00:00,2026-02-05
M03364,device,D00068,2026-02-05 00:00:00,2026-04-01
M03365,ip,I05744,2026-03-10 00:00:00,2026-04-01
M03365,device,D02746,2026-03-10 00:00:00,2026-04-01
M03366,ip,I09508,2026-03-12 00:00:00,2026-04-01
M03366,device,D04849,2026-03-12 00:00:00,2026-04-01
M03367,ip,I03090,2026-01-01 00:00:00,2026-04-01
M03367,device,D07641,2026-01-01 00:00:00,2026-04-01
M03368,ip,I06402,2026-01-01 00:00:00,2026-04-01
M03368,device,D05118,2026-01-01 00:00:00,2026-04-01
M03369,ip,I07804,2026-01-01 00:00:00,2026-04-01
M03369,device,D05661,2026-01-01 00:00:00,2026-04-01
M03370,ip,I09142,2026-01-01 00:00:00,2026-01-27
M03370,device,D02109,2026-01-01 00:00:00,2026-04-01
M03371,ip,I02904,2026-01-01 00:00:00,2026-04-01
M03371,device,D06806,2026-01-01 00:00:00,2026-04-01
M03372,ip,I08958,2026-01-01 00:00:00,2026-02-11
M03372,device,D04463,2026-01-01 00:00:00,2026-01-27
M03372,device,D05629,2026-01-27 00:00:00,2026-04-01
M03373,ip,I02254,2026-01-01 00:00:00,2026-04-01
M03373,device,D03584,2026-01-01 00:00:00,2026-04-01
M03374,ip,I06790,2026-01-05 00:00:00,2026-04-01
M03374,device,D05284,2026-01-05 00:00:00,2026-04-01
M03375,ip,I02709,2026-03-19 00:00:00,2026-04-01
M03375,device,D07497,2026-03-19 00:00:00,2026-04-01
M03376,ip,I04286,2026-01-26 00:00:00,2026-04-01
M03376,device,D08175,2026-01-26 00:00:00,2026-04-01
M03377,ip,I04220,2026-01-01 00:00:00,2026-04-01
M03377,device,D03565,2026-01-01 00:00:00,2026-04-01
M03378,ip,I09420,2026-01-01 00:00:00,2026-04-01
M03378,device,D08169,2026-01-01 00:00:00,2026-04-01
M03379,ip,I04984,2026-01-01 00:00:00,2026-04-01
M03379,device,D04573,2026-01-01 00:00:00,2026-04-01
M03380,ip,I08869,2026-01-01 00:00:00,2026-04-01
M03380,device,D02932,2026-01-01 00:00:00,2026-03-24
M03380,device,D02531,2026-03-24 00:00:00,2026-04-01
M03381,ip,I04813,2026-01-01 00:00:00,2026-04-01
M03381,device,D00145,2026-01-01 00:00:00,2026-04-01
M03382,ip,I09708,2026-01-01 00:00:00,2026-04-01
M03382,device,D03732,2026-01-01 00:00:00,2026-04-01
M03383,ip,I01631,2026-01-01 00:00:00,2026-02-20
M03383,device,D06154,2026-01-01 00:00:00,2026-02-20
M03383,device,D06739,2026-02-26 00:00:00,2026-02-20
M03384,ip,I01524,2026-03-25 00:00:00,2026-04-01
M03384,device,D01875,2026-03-25 00:00:00,2026-03-30
M03384,device,D02301,2026-03-30 00:00:00,2026-04-01
M03385,ip,I09702,2026-01-01 00:00:00,2026-04-01
M03385,device,D05476,2026-01-01 00:00:00,2026-04-01
M03386,ip,I00270,2026-01-01 00:00:00,2026-04-01
M03386,device,D07153,2026-01-01 00:00:00,2026-04-01
M03387,ip,I06376,2026-01-01 00:00:00,2026-04-01
M03387,device,D05502,2026-01-01 00:00:00,2026-04-01
M03388,ip,I03813,2026-01-01 00:00:00,2026-02-16
M03388,device,D06743,2026-01-01 00:00:00,2026-04-01
M03389,ip,I06022,2026-01-01 00:00:00,2026-04-01
M03389,device,D09284,2026-01-01 00:00:00,2026-03-17
M03389,device,D01020,2026-03-17 00:00:00,2026-04-01
M03390,ip,I04698,2026-01-01 00:00:00,2026-04-01
M03390,device,D06926,2026-01-01 00:00:00,2026-01-25
M03390,device,D05548,2026-01-25 00:00:00,2026-04-01
M03391,ip,I09791,2026-01-01 00:00:00,2026-04-01
M03391,device,D04647,2026-01-01 00:00:00,2026-03-05
M03391,device,D06804,2026-03-05 00:00:00,2026-04-01
M03392,ip,I04025,2026-01-01 00:00:00,2026-04-01
M03392,device,D00265,2026-01-01 00:00:00,2026-04-01
M03393,ip,I02261,2026-01-01 00:00:00,2026-04-01
M03393,device,D08095,2026-01-01 00:00:00,2026-04-01
M03394,ip,I03505,2026-01-01 00:00:00,2026-04-01
