merchant_id,volume_delta_t1_t2,refund_delta_t1_t2,network_growth_t1_t2,device_churn_t1_t2,ip_churn_t1_t2,volume_delta_t2_t3,refund_delta_t2_t3,network_growth_t2_t3,device_churn_t2_t3,ip_churn_t2_t3,volume_static_t3,refund_rate_static_t3,network_size_static_t3
M02468,0.0,0.0,0,0.0,0.0,748.98,0.1,0,1.0,1.0,748.98,0.1,0
M02469,618.88,0.0,1,0.0,0.0,-373.45,0.0,0,0.0,0.0,413.2,0.0,1
M02470,22.43,0.0,0,1.0,1.0,1371.0,0.0,0,0.0,0.0,1393.43,0.0,0
M02471,972.12,0.0,0,1.0,1.0,2171.01,0.034482758620689655,0,0.5,0.0,3143.13,0.034482758620689655,0
M02472,177.25,0.0,1,0.0,0.0,-216.71,0.0,0,0.0,0.0,48.35,0.0,2
M02473,106.47,0.0,0,0.0,0.0,249.23,0.0,-2,0.0,0.0,355.7,0.0,27
M02474,70.99,0.0,1,0.0,0.0,-80.41,0.0,-1,0.0,0.0,26.72,0.0,0
M02475,133.72,0.0,0,0.0,0.0,50.25000000000003,0.0,0,0.0,0.0,183.97000000000003,0.0,0
M02476,157.02,0.0,0,0.0,0.0,-157.02,0.0,0,0.0,0.0,0.0,0.0,0
M02477,1167.8599999999997,-0.010714285714285711,12,0.0,0.5,-1046.8799999999997,-0.025,-2,0.0,0.5,3055.7400000000002,0.0,11
M02478,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1
M02479,513.12,0.1,0,0.0,0.0,-584.47,0.15,0,0.0,0.0,294.49,0.25,0
M02480,575.3299999999999,0.125,0,0.0,0.0,2122.58,0.0,0,0.0,0.0,3481.13,0.125,0
M02481,2862.96,0.0,4,0.0,0.5,-2205.1,0.0,0,0.0,0.5,794.23,0.0,4
M02482,-44.64999999999998,-0.25,0,0.0,0.0,342.21999999999997,0.0,0,0.0,0.0,675.27,0.0,0
M02483,-1021.6599999999999,0.010000000000000002,25,0.0,0.5,1086.1,0.04090909090909091,0,0.0,0.5,2802.81,0.09090909090909091,26
M02484,1511.2199999999993,0.001387604070305276,-1,0.0,0.0,-853.7599999999993,0.03682342502218279,0,0.0,0.0,5379.51,0.10204081632653061,0
M02485,-173.87,0.0,0,0.5,0.0,-134.37,0.0,-1,0.0,0.0,185.63,0.0,0
M02486,33.860000000000014,-0.16666666666666666,-1,0.5,0.0,182.87,0.0,0,0.0,0.0,844.87,0.0,2
M02487,866.6699999999996,-0.006191950464396287,0,0.0,0.0,-0.27999999999974534,-0.05263157894736842,1,0.0,0.0,2589.5,0.0,2
M02488,-120.4,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
M02489,268.04999999999995,0.5,0,0.0,0.0,9.460000000000036,-0.16666666666666669,0,0.0,0.0,315.49,0.3333333333333333,1
M02490,629.44,0.0,0,1.0,1.0,-175.87000000000006,0.16666666666666666,0,0.0,0.0,453.57,0.16666666666666666,0
M02491,886.7,0.0,0,0.0,0.0,-371.62,0.0,0,0.5,0.0,977.86,0.0,0
M02492,0.0,0.0,0,0.0,0.0,44.1,0.0,0,0.0,0.0,44.1,0.0,0
M02493,991.0500000000002,-0.02058823529411765,0,0.0,0.0,-734.2000000000003,0.014066496163682864,0,0.0,0.0,2217.18,0.043478260869565216,2
M02494,2554.76,0.07692307692307693,1,1.0,1.0,-604.1300000000001,0.04072398190045248,0,0.0,0.0,1950.63,0.11764705882352941,1
M02495,-108.31000000000017,0.0,0,0.5,0.0,40.180000000000064,0.0,0,0.0,0.0,1146.5,0.0,1
M02496,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,1
M02497,310.74,0.0,-1,0.0,0.0,-232.0,0.0,1,0.0,0.0,78.74,0.0,2
M02498,-1646.5499999999997,0.07692307692307693,0,0.0,0.0,403.3199999999997,-0.07692307692307693,0,0.0,0.0,3280.18,0.0,0
M02499,596.0799999999999,0.0,0,0.0,0.0,-496.5799999999999,0.0,0,0.0,0.0,380.74,0.0,2
M02500,191.39999999999998,0.0,0,0.0,0.0,-191.39999999999998,0.0,0,0.0,0.0,0.0,0.0,0
M02501,0.0,0.0,0,0.0,0.0,3880.13,0.0,0,1.0,1.0,3880.13,0.0,0
M02502,-182.3800000000001,0.023076923076923078,-1,0.5,0.0,-105.08000000000004,-0.1,0,0.0,0.0,901.42,0.0,0
M02503,317.62,-0.1090909090909091,0,0.0,0.0,-625.22,-0.09090909090909091,2,0.5,0.0,508.27000000000004,0.0,2
M02504,-66.25,0.0,0,0.0,0.0,-147.43,0.0,0,0.0,0.0,346.56,0.0,1
M02505,677.53,0.05555555555555555,0,0.0,0.0,-271.0799999999999,-0.05555555555555555,0,0.5,0.0,2329.42,0.0,0
M02506,136.33,0.0,0,0.0,0.0,-104.59,0.0,1,0.5,0.0,89.47,0.0,1
M02507,1089.8000000000002,-0.16666666666666666,0,0.0,0.0,-182.41000000000008,0.0,0,0.0,0.0,1315.28,0.0,4
M02508,4.019999999999982,0.0,51,0.0,0.6666666666666666,-134.63,0.16666666666666666,-25,0.0,0.6666666666666666,543.12,0.16666666666666666,28
M02509,333.8699999999999,0.0,-1,0.0,0.5,428.6500000000001,0.0,-3,0.0,0.0,994.5,0.0,24
M02510,175.79000000000002,0.0,0,0.0,0.0,-140.88,0.0,0,0.0,0.0,121.17,0.0,1
M02511,-344.0,0.0,1,0.0,0.0,391.64,0.0,1,0.0,0.0,391.64,0.0,2
M02512,512.2400000000001,0.0,0,0.0,0.0,-460.4900000000001,0.0,0,0.0,0.0,604.37,0.0,1
M02513,-315.59,0.0,0,0.0,0.0,121.72,0.25,0,0.0,0.0,250.34,0.25,2
M02514,182.66000000000008,-0.125,0,0.0,0.0,588.37,0.2222222222222222,0,0.0,0.0,1497.45,0.2222222222222222,0
M02515,-484.67999999999995,0.0,0,0.0,0.0,423.59000000000003,0.0,0,0.0,0.0,473.49,0.0,0
M02516,2666.3499999999995,0.014170040485829954,-1,0.0,0.0,-2685.72,-0.05263157894736842,0,0.0,0.0,2435.64,0.0,1
M02517,421.92,0.0,0,0.0,0.0,-328.41,0.0,1,0.0,0.0,157.02999999999997,0.0,3
M02518,-244.89999999999986,-0.047619047619047616,0,0.0,0.0,545.8699999999999,0.0,0,0.0,0.0,2198.73,0.0,1
M02519,0.0,0.0,0,0.0,0.0,4116.57,0.10256410256410256,0,1.0,1.0,4116.57,0.10256410256410256,0
M02520,227.56,0.125,0,1.0,0.0,19.749999999999943,-0.125,-1,0.0,0.0,481.92999999999995,0.0,1
M02521,351.3,0.3333333333333333,1,1.0,1.0,1738.5200000000002,-0.2333333333333333,0,0.0,0.0,2089.82,0.1,1
M02522,183.64000000000004,0.0,0,0.0,0.0,-310.08000000000004,0.0,0,0.0,0.0,70.2,0.0,0
M02523,293.75,0.0,0,1.0,1.0,-68.9,0.0,0,0.0,0.0,224.85,0.0,0
M02524,-612.0099999999999,-0.07500000000000001,-1,0.5,0.0,-59.56000000000006,-0.125,-1,0.0,0.0,601.8,0.0,2
M02525,-130.84000000000003,0.125,0,0.0,0.0,-402.04999999999995,-0.125,1,0.5,0.0,316.77,0.0,2
M02526,-656.24,0.16666666666666666,0,0.0,0.0,218.4000000000001,-0.16666666666666666,0,0.0,0.0,2027.43,0.0,0
M02527,467.57,0.0,0,0.0,0.0,-415.95,0.0,0,0.0,0.0,51.62,0.0,1
M02528,-197.24,0.0,0,0.0,0.0,159.98999999999998,0.0,0,0.0,0.0,212.67999999999998,0.0,0
M02529,0.0,0.0,0,0.0,0.0,85.44,1.0,4,1.0,1.0,85.44,1.0,4
M02530,-263.57000000000005,0.0,0,0.0,0.0,470.33000000000004,0.08333333333333333,0,0.0,0.0,1143.71,0.08333333333333333,0
M02531,31.600000000000023,0.0,0,0.0,0.0,759.6099999999999,0.1,0,0.0,0.0,1428.85,0.1,0
M02532,1057.46,0.09090909090909091,0,0.0,0.0,-795.7300000000002,-0.09090909090909091,0,0.0,0.0,1506.6499999999999,0.0,0
M02533,-575.38,-0.07142857142857142,0,0.0,0.0,2441.0699999999997,0.0,0,0.0,0.0,3319.66,0.0,1
M02534,1294.58,0.0,-1,0.5,0.0,1889.0,0.13636363636363635,1,0.5,0.0,3392.58,0.13636363636363635,1
M02535,1519.0299999999997,0.09090909090909091,0,0.0,0.0,-1225.5799999999997,0.06293706293706294,0,0.0,0.0,1188.1200000000001,0.15384615384615385,0
M02536,1077.07,0.0,0,0.0,0.0,353.46000000000004,0.1111111111111111,0,0.0,0.0,1802.73,0.1111111111111111,0
M02537,-553.63,0.08333333333333333,0,0.0,0.0,423.64,-0.08333333333333333,1,0.0,0.0,1375.52,0.0,1
M02538,-111.84,0.0,2,0.5,0.0,48.03,0.0,-1,0.5,0.0,48.03,0.0,2
M02539,119.90999999999998,0.0,-1,0.0,0.0,-25.099999999999994,0.5,1,0.0,0.0,167.29,0.5,2
M02540,-123.49000000000001,0.0,0,0.0,0.0,92.76,0.0,0,0.0,0.0,92.76,0.0,0
M02541,411.3800000000001,-0.004761904761904759,0,0.5,0.0,2855.0499999999997,-0.020155038759689922,0,0.5,0.0,4532.49,0.046511627906976744,0
M02542,182.43,0.0,0,0.0,0.0,274.09,0.0,0,0.0,0.0,456.52,0.0,1
M02543,0.0,0.0,28,0.0,1.0,1147.77,0.0,-2,1.0,0.0,1147.77,0.0,26
M02544,-15.349999999999909,0.0,0,0.0,0.0,-638.83,0.3333333333333333,0,0.0,0.0,366.14,0.3333333333333333,1
M02545,133.05,0.0,0,0.5,0.0,40.19999999999999,0.0,2,0.0,0.0,173.25,0.0,2
M02546,776.29,0.3,0,0.0,0.0,-1068.42,-0.3,0,0.0,0.0,380.36,0.0,0
M02547,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.5,0.0,0.0,0.0,3
M02548,148.45,0.5,-1,0.5,0.0,-84.94999999999999,-0.5,0,0.0,0.0,63.5,0.0,1
M02549,129.32,0.14285714285714285,0,0.5,0.0,-37.379999999999995,-0.14285714285714285,0,0.0,0.0,395.18,0.0,1
M02550,39.03,0.0,0,0.5,0.0,-39.03,0.0,0,0.5,0.0,0.0,0.0,0
M02551,-1740.84,0.13333333333333333,0,0.0,0.0,275.6399999999999,-0.05555555555555555,0,0.0,0.0,1647.82,0.1111111111111111,0
M02552,472.1,0.0,0,0.0,0.0,-679.74,0.0,0,0.0,0.0,320.19,0.0,0
M02553,-132.5300000000002,0.0,0,0.0,0.0,731.71,0.0,0,0.0,0.0,3096.52,0.0,0
M02554,563.98,-0.125,0,0.0,0.0,-256.70000000000005,0.0,0,0.0,0.0,782.53,0.0,2
M02555,-607.0,0.0,1,0.0,0.0,439.19000000000005,0.0,0,0.0,0.0,607.0500000000001,0.0,2
M02556,369.49,0.0,0,0.0,0.0,-369.49,0.0,0,0.0,0.0,0.0,0.0,0
M02557,-607.6499999999999,-0.08333333333333333,0,0.0,0.0,-840.2700000000002,0.0,0,0.0,0.0,1040.12,0.0,3
M02558,-1024.6200000000001,-0.2222222222222222,0,0.0,0.0,637.8799999999999,0.0,0,0.0,0.0,1136.6799999999998,0.0,1
M02559,0.0,0.0,0,0.0,0.0,18978.15,0.0374331550802139,0,1.0,1.0,18978.15,0.0374331550802139,0
M02560,46.569999999999936,0.1,0,0.5,0.0,605.8499999999999,-0.1,0,0.0,0.0,1764.1399999999999,0.0,0
M02561,-6.660000000000004,-0.5,0,0.0,0.0,174.13,0.0,0,0.0,0.0,224.13,0.0,0
M02562,57.48000000000002,0.0,0,0.0,0.0,484.80999999999995,0.0,0,0.0,0.0,1578.56,0.0,1
M02563,-325.61,-0.1111111111111111,1,0.5,0.0,-111.89999999999998,0.14285714285714285,0,0.5,0.0,771.5,0.14285714285714285,1
M02564,-1182.2600000000002,0.0,-1,0.5,0.5,910.9200000000001,0.047619047619047616,-3,0.5,0.0,3104.33,0.047619047619047616,25
M02565,105.44000000000005,0.004480286738351255,0,0.5,0.0,-1444.3400000000001,0.15821812596006143,0,0.0,0.0,2303.96,0.19047619047619047,0
M02566,0.0,0.0,2,1.0,1.0,1146.22,0.0,0,0.5,0.0,1146.22,0.0,2
M02567,-169.32,0.0,0,0.0,0.0,147.34,0.0,0,0.0,0.0,147.34,0.0,0
M02568,102.5,0.0,0,0.0,0.0,-93.09,0.0,0,0.0,0.0,68.66,0.0,1
M02569,-71.28000000000003,0.0,0,0.0,0.0,-271.53,0.0,-1,0.0,0.0,0.0,0.0,2
M02570,96.88000000000001,0.0,0,0.0,0.0,-162.61,0.0,0,0.5,0.0,0.0,0.0,1
M02571,5218.6900000000005,0.0196078431372549,1,1.0,1.0,-1045.6900000000005,0.008169934640522875,0,0.0,0.0,4173.0,0.027777777777777776,1
M02572,-694.2799999999997,0.08417508417508418,0,0.0,0.0,1245.0299999999997,-0.07121212121212121,0,0.0,0.0,4940.04,0.05,2
M02573,-541.9899999999999,0.1111111111111111,0,0.0,0.0,-185.95999999999998,-0.1111111111111111,0,0.0,0.0,419.18,0.0,1
M02574,-230.89000000000033,0.08695652173913043,21,0.0,0.5,-1400.0499999999997,-0.08695652173913043,-3,0.0,0.5,1705.4,0.0,20
M02575,0.0,0.0,0,0.0,0.0,959.9200000000001,0.0,18,1.0,1.0,959.9200000000001,0.0,18
M02576,0.0,0.0,-1,0.0,0.0,163.36,0.0,0,0.0,0.0,163.36,0.0,0
M02577,-41.0,0.0,0,0.0,0.0,59.61,0.0,1,0.0,0.0,59.61,0.0,3
M02578,-32.56999999999999,0.0,1,0.0,0.0,-136.24,0.0,0,0.0,0.0,0.0,0.0,1
M02579,-70.00999999999999,0.0,2,0.5,0.0,254.20000000000002,0.0,0,0.5,0.0,398.66,0.0,3
M02580,538.98,0.3333333333333333,1,0.5,0.0,-133.59000000000003,0.3333333333333333,0,0.5,0.0,405.39,0.6666666666666666,1
M02581,-532.16,0.0,0,0.0,0.0,454.53999999999996,0.0,0,0.0,0.0,1007.15,0.0,0
M02582,727.01,0.0,0,0.0,0.0,464.7400000000001,0.0,0,0.0,0.0,1394.41,0.0,3
M02583,188.63,0.0,1,1.0,1.0,58.96000000000001,0.0,0,0.0,0.0,247.59,0.0,1
M02584,183.6199999999999,0.0,0,0.0,0.0,-323.18,0.2,0,0.5,0.0,461.59999999999997,0.2,2
M02585,136.86,0.3333333333333333,0,0.0,0.0,-193.85999999999999,-0.3333333333333333,1,0.0,0.0,25.21,0.0,3
M02586,0.0,0.0,0,0.0,0.0,1218.53,0.18181818181818182,0,1.0,1.0,1218.53,0.18181818181818182,0
M02587,75.66,0.0,0,0.0,0.0,-164.09,0.0,-1,0.0,0.0,0.0,0.0,1
M02588,-30.139999999999873,0.053571428571428575,1,0.0,0.0,-149.01000000000022,-0.125,0,0.0,0.0,1482.1399999999999,0.0,2
M02589,717.7900000000001,0.0,0,0.0,0.0,-322.5200000000001,0.16666666666666666,0,0.0,0.0,553.16,0.16666666666666666,0
M02590,363.75,0.0,0,0.5,0.0,304.77999999999986,0.0,0,0.0,0.0,1325.62,0.0,0
M02591,0.0,0.0,0,1.0,1.0,98.69,0.0,0,0.0,0.0,98.69,0.0,0
M02592,-690.43,0.0,0,0.0,0.0,479.78000000000003,0.0,0,0.0,0.0,530.48,0.0,0
M02593,1218.68,0.0,-1,0.5,0.0,-943.48,0.16666666666666666,0,0.0,0.0,681.0,0.16666666666666666,0
M02594,96.13,0.0,0,0.0,0.0,227.04000000000002,0.0,0,0.0,0.0,323.17,0.0,0
M02595,-363.19000000000005,0.09523809523809523,0,0.0,0.0,724.5,-0.09523809523809523,0,0.0,0.0,2942.85,0.0,0
M02596,-57.05,0.0,0,0.0,0.5,81.63,1.0,-1,0.0,0.0,81.63,1.0,13
M02597,524.18,0.09090909090909091,0,0.0,0.0,-45.85000000000002,-0.09090909090909091,0,0.0,0.0,818.92,0.0,0
M02598,178.64000000000033,-0.06666666666666667,0,0.0,0.0,-1113.1600000000003,-0.020592020592020588,0,0.0,0.0,3532.15,0.02702702702702703,0
M02599,-50.13000000000011,-0.07142857142857142,21,0.0,0.5,-797.56,0.0625,-2,0.0,0.5,805.0,0.0625,19
M02600,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
M02601,0.0,0.0,0,0.0,0.0,1785.8400000000001,0.5714285714285714,1,1.0,1.0,1785.8400000000001,0.5714285714285714,1
M02602,1421.23,-0.08695652173913043,6,1.0,1.0,-1287.1599999999999,0.041666666666666664,0,0.0,0.0,2108.51,0.041666666666666664,6
M02603,-160.53999999999996,0.0,0,0.0,0.0,490.13,0.0,0,0.5,0.0,900.6,0.0,2
M02604,-326.0400000000001,0.0,-1,0.0,0.0,538.85,0.2,0,0.0,0.0,677.46,0.2,1
M02605,-46.45000000000002,0.0,1,0.0,0.0,406.37,0.0,-1,0.0,0.0,558.72,0.0,1
M02606,-1297.47,0.2,0,0.0,0.0,222.08999999999992,-0.2,0,0.0,0.0,713.3,0.0,0
M02607,0.0,0.0,1,0.5,0.0,119.14,0.0,-2,0.5,0.0,119.14,0.0,0
M02608,-1464.42,0.0,0,0.0,0.0,924.57,0.0,0,0.0,0.0,1260.73,0.0,2
M02609,252.76999999999998,0.3333333333333333,0,0.0,0.0,-252.76999999999998,-0.3333333333333333,0,0.0,0.0,0.0,0.0,1
M02610,357.0,-0.5,0,0.0,0.0,4.8899999999999295,0.0,0,0.5,0.0,445.16999999999996,0.0,0
M02611,29.319999999999936,0.0,1,0.0,0.0,-393.97999999999996,0.0,0,0.0,0.0,230.54000000000002,0.0,3
M02612,-754.6400000000001,0.0,0,0.0,0.0,-201.12,0.14285714285714285,-1,0.0,0.0,409.91999999999996,0.14285714285714285,1
M02613,-145.65000000000003,0.0,0,0.5,0.0,-206.85,0.0,0,0.5,0.0,226.84,0.0,0
M02614,4607.37,0.0,0,1.0,1.0,-140.34999999999945,0.04878048780487805,0,0.0,0.0,4467.02,0.04878048780487805,0
M02615,-203.08000000000015,-0.1,0,0.0,0.0,-303.89999999999986,0.0625,0,0.0,0.0,1209.45,0.0625,1
M02616,-483.41,0.0,0,0.0,0.0,331.0,0.2,0,0.0,0.0,382.79,0.2,0
M02617,3336.0299999999997,0.06666666666666667,0,0.5,0.0,-908.5399999999995,0.007407407407407404,0,0.5,0.0,2530.9900000000002,0.07407407407407407,1
M02618,204.23999999999998,0.14285714285714285,0,0.0,0.0,382.16999999999996,-0.14285714285714285,0,0.0,0.0,703.56,0.0,0
M02619,-727.9200000000001,-0.2857142857142857,-1,0.0,0.0,-132.75,0.0,-1,0.0,0.0,325.3,0.0,1
M02620,50.38999999999987,0.0,0,0.0,0.0,207.56000000000017,0.05,0,0.0,0.0,1753.65,0.05,1
M02621,-219.99,0.0,0,0.0,0.0,297.51,0.0,1,0.0,0.0,297.51,0.0,2
M02622,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1
M02623,272.27,0.0,2,1.0,1.0,861.96,0.09090909090909091,1,0.5,0.0,1134.23,0.09090909090909091,3
M02624,-216.14000000000001,0.0,-1,0.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,2
M02625,3079.29,-0.03063861203396087,0,0.0,0.0,299.0799999999999,0.01802528921172989,0,0.0,0.0,7124.16,0.03389830508474576,0
M02626,831.8000000000001,0.125,4,0.5,0.5,-884.6800000000001,-0.125,0,0.0,0.5,0.0,0.0,5
M02627,1710.4,0.0,0,1.0,1.0,-1351.96,0.0,0,0.0,0.0,358.44,0.0,0
M02628,58.629999999999995,0.2,0,0.0,0.0,346.24,-0.0888888888888889,0,0.5,0.0,815.0,0.1111111111111111,0
M02629,1896.05,0.0,0,0.5,0.0,1252.15,0.037037037037037035,0,0.5,0.0,3473.94,0.037037037037037035,0
M02630,0.0,0.0,1,1.0,1.0,37.07,0.0,0,0.5,0.0,37.07,0.0,1
M02631,316.18,0.0,1,0.5,0.0,-316.18,0.0,0,0.5,0.0,0.0,0.0,1
M02632,1317.08,-0.02930402930402931,0,0.0,0.0,660.6799999999998,-0.015360983102918585,0,0.0,0.0,3307.5499999999997,0.03225806451612903,1
M02633,-36.700000000000045,0.0,0,0.0,0.0,-346.05,0.2,0,0.0,0.0,204.2,0.2,0
M02634,-406.7199999999999,0.07692307692307693,0,0.0,0.0,1069.7200000000003,-0.014423076923076927,1,0.0,0.0,2034.3700000000001,0.0625,1
M02635,-626.1499999999999,0.0,0,0.0,0.0,-461.3800000000001,0.0,1,0.5,0.0,626.28,0.0,2
M02636,267.73,0.0,0,0.0,0.0,-549.24,0.09090909090909091,0,0.0,0.0,1297.78,0.09090909090909091,1
M02637,163.26999999999992,0.0,0,0.5,0.0,-131.49999999999994,0.0,0,0.0,0.0,457.67,0.0,0
M02638,55.02000000000001,0.25,0,0.0,0.0,-55.670000000000016,-0.25,1,0.5,0.0,243.14,0.0,2
M02639,243.31,0.0,0,0.5,0.0,-243.31,0.0,0,0.0,0.0,0.0,0.0,0
M02640,-150.3,0.0,-1,0.0,0.0,112.22999999999999,0.0,0,0.0,0.0,112.22999999999999,0.0,1
M02641,21.859999999999957,0.0,50,0.5,0.6666666666666666,-331.85,0.0,-26,0.5,0.6666666666666666,88.22,0.0,26
M02642,-407.70000000000005,0.0,0,0.0,0.0,570.9000000000001,0.0,1,0.0,0.0,616.1800000000001,0.0,1
M02643,340.41999999999996,0.0,0,0.0,0.0,-340.41999999999996,0.0,0,0.5,0.0,0.0,0.0,0
M02644,1466.32,0.0,1,0.0,0.0,-677.7499999999999,0.0,1,0.0,0.0,788.57,0.0,3
M02645,401.6999999999998,-0.0032051282051282007,0,0.0,0.0,-1505.97,0.02036199095022624,0,0.0,0.0,1339.3,0.058823529411764705,0
M02646,-34.729999999999905,0.0,0,0.0,0.0,-26.950000000000045,0.0,0,0.0,0.0,262.37,0.0,0
M02647,21.46,0.0,0,1.0,1.0,291.76,0.0,0,0.0,0.0,313.21999999999997,0.0,0
M02648,0.0,0.0,0,0.0,0.0,4892.1900000000005,0.024390243902439025,2,1.0,1.0,4892.1900000000005,0.024390243902439025,2
M02649,13.269999999999996,0.0,0,0.0,0.0,102.63,0.0,1,0.5,0.0,148.14,0.0,1
M02650,317.65999999999985,0.08695652173913043,-1,0.0,0.0,2317.2400000000002,-0.011956521739130435,2,0.5,0.0,4037.78,0.075,2
M02651,0.0,0.0,0,0.0,0.0,1455.45,0.0,3,1.0,1.0,1455.45,0.0,3
M02652,161.46000000000004,0.5,0,0.0,0.0,196.99,-0.5,0,0.0,0.0,623.96,0.0,0
M02653,1018.2000000000003,-0.027777777777777776,1,0.5,0.0,-1454.4100000000003,0.0,-1,0.5,0.0,3118.2999999999997,0.0,0
M02654,138.97,0.0,21,1.0,1.0,-13.039999999999992,0.0,-2,0.0,0.5,125.93,0.0,19
M02655,224.63,-0.3333333333333333,1,0.0,0.5,-391.18,1.0,0,0.5,0.0,95.12,1.0,16
M02656,60.85,0.0,0,1.0,1.0,879.55,0.0,0,0.5,0.0,940.4,0.0,0
M02657,-472.39,0.0,0,0.0,0.0,501.49,0.0,1,0.5,0.0,711.64,0.0,2
M02658,1054.7399999999998,-0.006970375902414741,0,0.0,0.0,-987.4200000000001,0.002289377289377288,0,0.0,0.0,13061.44,0.05357142857142857,2
M02659,423.7700000000001,0.0,0,0.0,0.0,-450.5300000000001,0.0,0,0.0,0.0,112.16,0.0,1
M02660,0.0,0.0,0,0.0,0.0,263.48,0.0,0,0.0,0.0,263.48,0.0,0
M02661,21.599999999999994,0.0,0,0.0,0.0,615.9300000000001,0.0,0,0.0,0.0,693.98,0.0,1
M02662,861.1600000000001,0.0,0,1.0,1.0,332.5799999999999,0.0,0,0.0,0.0,1193.74,0.0,0
M02663,991.6199999999999,0.0,0,0.0,0.0,-689.6899999999999,0.0,0,0.0,0.0,650.65,0.0,0
M02664,-57.28000000000001,0.0,0,0.5,0.0,183.38,0.0,0,0.5,0.0,196.53,0.0,0
M02665,0.0,0.0,0,0.0,0.0,757.02,0.08333333333333333,0,1.0,1.0,757.02,0.08333333333333333,0
M02666,466.6800000000003,0.024038461538461536,0,0.0,0.0,-1498.1900000000005,0.014423076923076927,0,0.0,0.0,5024.94,0.07692307692307693,0
M02667,343.29,0.0,0,1.0,1.0,727.3700000000001,0.0,0,0.0,0.0,1070.66,0.0,0
M02668,-26.499999999999886,0.0,1,0.0,0.0,367.41999999999985,0.0,0,0.5,0.0,1291.35,0.0,1
M02669,-17.00000000000091,0.04817275747508305,-1,0.0,0.0,365.15000000000055,-0.008928571428571425,2,0.0,0.0,4522.8,0.0625,5
M02670,-228.48,0.0,-1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
M02671,-36.62,0.0,0,0.0,0.0,615.7,0.0,0,0.0,0.0,615.7,0.0,0
M02672,245.19,0.0,1,1.0,1.0,-86.44,0.5,0,0.0,0.0,158.75,0.5,1
M02673,83.36,0.0,1,0.5,0.0,-83.36,0.0,0,0.5,0.0,0.0,0.0,1
M02674,-174.34,0.0,-1,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
M02675,59.79000000000002,0.16666666666666666,0,0.0,0.5,-329.89000000000004,-0.16666666666666666,1,0.0,0.0,69.33,0.0,4
M02676,0.0,0.0,0,0.0,0.0,1492.29,0.0,1,1.0,1.0,1492.29,0.0,1
M02677,-285.34,0.0,1,0.0,0.0,483.18,0.16666666666666666,0,0.0,0.0,820.72,0.16666666666666666,2
M02678,-1010.02,0.0,0,0.0,0.0,945.77,0.0,0,0.0,0.0,1211.71,0.0,0
M02679,-140.10000000000002,0.0,-1,0.0,0.0,-402.19999999999993,0.0,0,0.0,0.0,175.85,0.0,1
M02680,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
M02681,0.0,0.0,0,0.0,0.0,3361.9,0.04,0,1.0,1.0,3361.9,0.04,0
M02682,-463.7399999999999,0.0,-1,0.0,0.5,418.19999999999993,0.0,0,0.0,0.0,1049.58,0.0,15
M02683,-240.22,0.0,27,0.0,0.5,0.0,0.0,-1,0.0,0.5,0.0,0.0,26
M02684,-1600.9899999999998,0.047619047619047616,0,0.5,0.0,2038.62,-0.016369047619047616,0,0.5,0.0,4672.13,0.03125,0
M02685,-285.39,0.0,0,0.0,0.0,64.88,0.0,0,0.0,0.0,64.88,0.0,0
M02686,157.14,0.0,1,0.0,0.0,-120.26999999999998,0.0,0,0.0,0.0,93.37,0.0,2
M02687,-72.49999999999989,0.125,1,0.0,0.0,-699.1300000000001,-0.125,0,0.0,0.0,219.28,0.0,1
M02688,586.71,-0.14285714285714285,0,0.0,0.0,-114.65000000000009,0.0,0,0.0,0.0,967.48,0.0,3
M02689,-589.7900000000001,0.09090909090909091,0,0.0,0.0,1526.77,0.09090909090909091,0,0.0,0.0,2338.64,0.18181818181818182,1
M02690,878.22,0.0,0,1.0,1.0,607.72,0.0625,0,0.5,0.0,1485.94,0.0625,0
M02691,65.45,0.0,0,0.0,0.0,437.91,0.0,0,0.0,0.0,503.36,0.0,1
M02692,-22.029999999999973,0.1,0,0.0,0.0,-523.87,-0.1,0,0.0,0.0,651.16,0.0,0
M02693,174.11999999999998,0.0,0,0.5,0.0,209.65999999999997,0.0,0,0.0,0.0,530.43,0.0,2
M02694,-373.28,-0.2222222222222222,0,0.0,0.0,-159.39,0.0,0,0.0,0.0,265.73,0.0,1
M02695,-613.37,0.0,0,0.5,0.0,173.91,0.0,-1,0.5,0.0,173.91,0.0,0
M02696,466.23999999999995,0.5,0,0.0,0.0,-298.86999999999995,0.0,1,0.5,0.0,232.43,0.5,2
M02697,-262.32000000000005,-0.3333333333333333,0,0.5,0.0,625.52,0.1111111111111111,0,0.0,0.0,650.99,0.1111111111111111,0
